V con RC=4,V con RC=1,tempi,V ingresso
0.0,0.0,0.0,1.0
0.02493633427871903,0.33238284232791,0.10101010101010101,1.0
0.04925085824750038,0.55428732966721,0.20202020202020202,1.0
0.07295906762541497,0.7024346001374757,0.30303030303030304,1.0
0.0960760838757302,0.8013402427672034,0.40404040404040403,1.0
0.11861664673999606,0.8673713517421435,0.5050505050505051,1.0
0.14059512834912716,0.9114548473655191,0.6060606060606061,1.0
0.1620255469112176,0.9408857430193382,0.7070707070707071,1.0
0.18292156904725707,0.9605343029765225,0.8080808080808081,1.0
0.20329652045769533,0.9736520210709172,0.9090909090909091,1.0
0.21811917514237536,0.9032122782232614,1.0101010101010102,-1.0
0.18774373237142722,0.27061716233743244,1.1111111111111112,-1.0
0.15812574211814426,-0.15171419754082452,1.2121212121212122,-1.0
0.12924631653507213,-0.43366985401238883,1.3131313131313131,-1.0
0.1010870382832608,-0.6219082961764558,1.4141414141414141,-1.0
0.07362994956044497,-0.747579503675566,1.5151515151515151,-1.0
0.04685754033038313,-0.8314797505050147,1.6161616161616161,-1.0
0.020752737197023155,-0.8874929851533079,1.7171717171717171,-1.0
-0.004701107506051707,-0.9248883871485852,1.8181818181818181,-1.0
-0.029520226316897755,-0.9498541967371918,1.9191919191919191,-1.0
-0.043644914207904076,-0.8112631864579213,2.0202020202020203,1.0
-0.017620222210442186,-0.20923035526953715,2.121212121212121,1.0
0.0077555094697078705,0.19269708720463638,2.2222222222222223,1.0
0.03249846351867923,0.461030727898724,2.323232323232323,1.0
0.05662441761779168,0.6401748719084651,2.4242424242424243,1.0
0.08014875771915592,0.7597745698121775,2.525252525252525,1.0
0.1030864873490024,0.8396213806956067,2.6262626262626263,1.0
0.1254522336626359,0.8929284814512647,2.727272727272727,1.0
0.147260260181369,0.9285172141583482,2.8282828282828283,1.0
0.16852447446407764,0.9522768644436168,2.929292929292929,1.0
0.17416410234659666,0.739831285256846,3.0303030303030303,-1.0
0.14488473854651654,0.16154119266862932,3.131313131313131,-1.0
0.11633549450423988,-0.22453518921889437,3.2323232323232323,-1.0
0.08849816308868814,-0.4822863911785768,3.3333333333333335,-1.0
0.0613549941161276,-0.6543655172381587,3.4343434343434343,-1.0
0.03488867878325905,-0.7692484880602934,3.5353535353535355,-1.0
0.009082337634253361,-0.845946330792456,3.6363636363636362,-1.0
-0.016080489384259787,-0.8971511266954805,3.7373737373737375,-1.0
-0.040615846838676195,-0.9313363248304259,3.8383838383838382,-1.0
-0.0645393822501028,-0.9541589511673515,3.9393939393939394,-1.0
-0.06776596088295347,-0.6709311215084803,4.040404040404041,1.0
-0.04113977807805667,-0.11554231876047767,4.141414141414141,1.0
-0.015177554537623865,0.2552448054448667,4.242424242424242,1.0
0.010137268768120128,0.5027886638335862,4.343434343434343,1.0
0.034820834255169776,0.6680532076692801,4.444444444444445,1.0
0.0588888789187796,0.7783866461927093,4.545454545454545,1.0
0.08235674995875318,0.8520471378384922,4.646464646464646,1.0
0.10523941463941908,0.9012241404134236,4.747474747474747,1.0
0.12755147002081538,0.9340555380558754,4.848484848484849,1.0
0.1493071505764869,0.955974343581889,4.94949494949495,1.0
0.1454264846183544,0.6047646629736929,5.05050505050505,-1.0
0.11686373202819546,0.07136839722279577,5.151515151515151,-1.0
0.08901322928962607,-0.28473608901143943,5.252525252525253,-1.0
0.061857214084666615,-0.5224775463782929,5.353535353535354,-1.0
0.035378370870525755,-0.6811978208349362,5.454545454545454,-1.0
0.009559816915542134,-0.7871621935663858,5.555555555555555,-1.0
-0.015614913534219399,-0.8579058284621626,5.656565656565657,-1.0
-0.04016187745486739,-0.905135492832919,5.757575757575758,-1.0
-0.06409673444286648,-0.9366668244842493,5.858585858585858,-1.0
-0.087434742899457,-0.9577176840546955,5.959595959595959,-1.0
-0.08011619641725408,-0.5412180505610876,6.0606060606060606,1.0
-0.053182043859652334,-0.028943588498829907,6.161616161616162,1.0
-0.026919529716177993,0.3130596183036193,6.262626262626262,1.0
-0.0013119056057848098,0.5413868204413039,6.363636363636363,1.0
0.02365715643721287,0.6938219757364751,6.4646464646464645,1.0
0.048003579027066576,0.7955902961310907,6.565656565656566,1.0
0.07174288980205154,0.8635325744944163,6.666666666666667,1.0
0.09489023081629112,0.9088920048493507,6.767676767676767,1.0
0.11746036112308489,0.9391747363049339,6.8686868686868685,1.0
0.13946767477955999,0.9593920089661377,6.96969696969697,1.0
0.1258832617628857,0.4801877912413315,7.070707070707071,-1.0
0.0978078457668648,-0.011801238527179903,7.171717171717171,-1.0
0.07043252698404692,-0.34026156674347496,7.2727272727272725,-1.0
0.04373984746587557,-0.5595473109251919,7.373737373737374,-1.0
0.017712787551967132,-0.7059462450253926,7.474747474747475,-1.0
-0.007665250139959931,-0.8036846793085124,7.575757575757575,-1.0
-0.03241045130947672,-0.8689365323910256,7.6767676767676765,-1.0
-0.056538599660322396,-0.912499771924403,7.777777777777778,-1.0
-0.08006507946670494,-0.9415833470658245,7.878787878787879,-1.0
-0.10300489482490438,-0.961000040025886,7.979797979797979,-1.0
-0.08537394930664764,-0.42157439142270164,8.080808080808081,1.0
-0.058308687447596055,0.05093255861804254,8.181818181818182,1.0
-0.03191833350186727,0.36638630444103987,8.282828282828282,1.0
-0.006186059013288253,0.576988642399364,8.383838383838384,1.0
0.01890454516005246,0.7175903734548347,8.484848484848484,1.0
0.043369480914325576,0.8114585006939282,8.585858585858587,1.0
0.06722435145378694,0.874126451424758,8.686868686868687,1.0
0.09048436821791397,0.9159646599295523,8.787878787878787,1.0
0.1131643657813566,0.943896564993687,8.88888888888889,1.0
0.13527878705312418,0.9625443827588552,8.98989898989899,1.0
0.11189982500097531,0.36528185212647785,9.09090909090909,-1.0
0.08417310478884567,-0.0885144228141556,9.191919191919192,-1.0
0.057137787816594024,-0.3914766028128045,9.292929292929292,-1.0
0.030776632863703277,-0.5937393560233954,9.393939393939394,-1.0
0.005072828813711993,-0.7287734367062242,9.494949494949495,-1.0
-0.019990016255541063,-0.8189245027838419,9.595959595959595,-1.0
-0.044427885516073226,-0.8791108835372238,9.696969696969697,-1.0
-0.06825636358258193,-0.9192923526597448,9.797979797979798,-1.0
-0.09149064646252891,-0.9461181886927299,9.8989898989899,-1.0
-0.11414549174854886,-0.9640275497888791,10.0,1.0
